Failure Analysis Date,"Start Date
00:00:00","End Date
00:00:00",Analyzed by,SPOC Single Point of Contact,FWU Error Code,Server Serial No,From Bundle Version,Target Bundle Version,iLO version,Server Model,iSUT version,COM4VC version,"Upgrade type sequence (BMC, SUT, UEFI, Reset, Wait)","Failed Component details(Filename -> Component name -> From version -> To version)",Analysis details,Update Type,"Customer retry suceeded",Defect ID,Next action item,Product,Sub category,Broad Category (FWE-102),Region,Customer Name/Application Customer ID/Workspace ID
10/23/2025,10/22/2025,10/23/2025,Sowmya,,FWE-103,P71659-425+CZ2D390802,,SPP 2025.09.00.00 (30 Sep 2025,1.70 Aug 11 2025,ProLiant ML110 Gen11,6.3.0,,,,"3daa4317-f7c2-4eac-aeee-59a5ca5ffd2c
FWE-103 - OLIVE_GT_CHECK_FAILURE

OS:Microsoft Windows Server 2022 Standard Evaluation-10.0.20348

Exception occurred while executing FirmwareUpdate.New job: 3daa4317-f7c2-4eac-aeee-59a5ca5ffd2c for resource P71659-425+CZ2D390802/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-103', 'message_args': ['SPP 2025.09.00.00 (30 Sep 2025)', '9676560d431ae85043a1bd567b0117f0ca386a3c']} Error:: JobErrorException : GT checks failed 

{'gt_ref_id': '9676560d431ae85043a1bd567b0117f0ca386a3c'

Tech diect ticket raised:  6284808",,,,,,,,ccprodeuc1,"36af79f0ddfb11edb3abce2b4f5bebe9


 
Bassi Gianfranco Srl"
10/23/2025,10/22/2025,10/23/2025,Sowmya,,FWE-103,P71659-425+CZ2D390802,,,,,,,,,"a7b7b947-1841-44ed-ba38-b6dd3804b288
Same as above",,,,,,,,ccprodeuc1,"36af79f0ddfb11edb3abce2b4f5bebe9

 
Bassi Gianfranco Srl"
10/23/2025,10/22/2025,10/23/2025,Sowmya,,FWE-103,P52766-B21+CNXD2Y01BM,,SPP 2025.07.00.00 (08 Aug 2025),iLO 6 v1.67,ProLiant DL320 Gen11,6.0.0,No,,,"476d4424-4b87-4d44-ab66-82e0050e58a4

Exception occurred while executing FirmwareUpdate.New job: 
StateChangeReason: {'message_id': 'FWE-103', 'message_args': ['SPP 2025.07.00.00 (08 Aug 2025)', '778476b8564b255737cb18925114ff87e7990160']} Error:: JobErrorException : GT checks failed

gt_ref_id': '778476b8564b255737cb18925114ff87e7990160

Tech direct raised: 6284815",,,,,,,,ccprodusw2,"99ea74e4679d11ee88d13ad2f4bf4cf1
Corning MultiCloud"
10/23/2025,10/22/2025,10/23/2025,Sowmya,,FWE-103,P52766-B21+CNXD2Y01BM,,SPP 2025.07.00.00 (08 Aug 2025),iLO 6 v1.67,ProLiant DL320 Gen11,6.0.0,,,,"e1ce003d-ef95-4075-93d7-322a5930bc14

Exception occurred while executing FirmwareUpdate.New job: e1ce003d-ef95-4075-93d7-322a5930bc14 for resource P52766-B21+CNXD2Y01BM/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-103', 'message_args': ['SPP 2025.09.00.00 (30 Sep 2025)', '2e86e7ed3fccff8c5c2b3c99d6709a814d84b387']} 
Error:: JobErrorException : GT checks failed ""

gt_ref_id': '778476b8564b255737cb18925114ff87e7990160",,,,,,,,ccprodusw2,"99ea74e4679d11ee88d13ad2f4bf4cf1
Corning MultiCloud"
10/23/2025,10/22/2025,10/23/2025,Sowmya,,FWE-102,P53933-B21+CZJ3070S6Z,,SPP 2025.09.00.00 (30 Sep 2025),iLO6 1.71 Oct 08 2025,ProLiant DL380 Gen11,6.3.0,No,BMC,HPE Firmware Flash for QLogic 32Gb and 64Gb Fibre Channel Host,"c845dcbf-7eb9-425c-b17a-dc32de80e9d7

Humio logs,
2025-10-22 12:36:29.349 
 [Step FirmwareUpdateGetBundleReport]:2440 STEP ERROR: First time failure (before going to retry) - for device: P53933-B21+CZJ3070S6Z at step 71 ErrorCode:FWE-102 Completed count: 0 Failed Component List:['mh021101.upd_header.pldm.fwpkg']

AHS logs,
Informational,769,8138,Firmware Flash,DSE Firmware Upgrade Information, , ,10/22/2025 12:35:29,DseStateManager: Skipping redundant state transition to Installing Components

Informational,769,8171,Firmware Flash,Firmware Upgrade Information, , ,10/22/2025 12:35:34,fum: returning completion percentage = -1

Informational,769,8190,Firmware Flash,DSE Firmware Upgrade Information, , ,10/22/2025 12:35:34,DSE : calling msg_BundleUpdateComponentInstallationFailed for InternalError : msgindex = 8 message = mh021101.upd_header.pldm.fwpkg

Getbundlereport , component went into exception

23/10: Same issue seen last time.  Follow up with Diego on whether he could check with customer why the MCTP was disabled.",Online,No retry,,MCTP disabled,,,,ccprodeuc1,"33e24d004af311ee92650255a31561e1
PolyPlast"
10/23/2025,10/22/2025,10/23/2025,Sowmya,,FWE-102,P52534-B21+CZ2D1X06TJ,,SPP 2025.09.00.00 (30 Sep 2025),iLO6 1.71 Oct 08 2025,ProLiant DL380 Gen11,6.3.0,No,BMC,"FW for Server Platform Services (SPS) Firmware for HPE ProLiant""","c375625a-ddda-446c-a653-cb28de8084ac
Humio logs,
2025-10-22 10:12:04.556
[Step FirmwareUpdateGetBundleReport]:2511 STEP ERROR: Firmware update failed for 1/8 components for device: P52534-B21+CZ2D1X06TJ at step 60 ErrorCode:FWE-102 Failed Component List:['SC_U54_ME_06.01.04.204.0.fwpkg']

Getbundle report ,Component went into exception

AHS logs,
Critical,526,79063,PMCI Data,PMCI Error Msg,PMCI FATAL, ,10/22/2025 10:31:24,src/pmci_fwupdt.c(7806): [UA] Package validation failure in SmartParce, rc: x013F
Critical,526,79064,PMCI Data,PMCI Error Msg,PMCI FATAL, ,10/22/2025 

10:31:24,src/pmci_fwupdt.c(21074): [UA] STEP 1.2: FAILURE: pmci_fwupdt_step_digest_fum_req() 0x011E
Informational,526,79095,Firmware Flash,DSE Firmware Upgrade Information, , ,

10/22/2025 10:31:27,DSE : calling msg_BundleUpdateComponentInstallationFailed for InternalError : msgindex = 8 message = SC_U54_ME_06.01.04.204.0.fwpkg

23/10: Existing defect (CSFE-81357) is closed (Fixed in 1.70).  Issue is seen again.  Basically, they asked to check the config.  Same customer, same server.
Raise a comform to inform customer to update the config before trying.
23/10: COM form submitted to disable PCIMultisegment and retry firmware update",Online,No retry,CSFE-85702,,,,,ccprodeuc1,"916c610cf9db11efbbe2563010142a89
Malfini"
10/23/2025,10/22/2025,10/23/2025,Sowmya,,FWE-102,P05172-B21+CZ23430BQ3,,SPP 2025.09.00.00 (30 Sep 2025),iLO 5 v3.16,ProLiant DL380 Gen10 Plus,,No,BMC,"Universal Firmware Package for Drives - VR000480KXNXE,VR000960","c4827458-936b-4c1e-a051-58fd27b9387c

Humio logs,
2025-10-22 09:05:54.261 
[Step FirmwareUpdateGetBundleReport]:2511 STEP ERROR: Firmware update failed for 1/6 components for device: P05172-B21+CZ23430BQ3 at step 71 ErrorCode:FWE-102 Failed Component List:['Micron_7450_M7450ALLHPK4.fwpkg']

AHS log,
Critical,777,14214,PMCI Data,PMCI Error Msg,PMCI FATAL, ,10/21/2025 14:36:32,src/pmci_fwupdt.c(6778): [UA] Package validation failure in SmartParce, rc: x0110
Critical,777,14215,PMCI Data,PMCI Error Msg,PMCI FATAL, ,10/21/2025 

14:36:32,src/pmci_fwupdt.c(19826): [UA] STEP 1.2: FAILURE: pmci_fwupdt_step_digest_fum_req() 0x011E
Informational,777,14241,Firmware Flash,DSE Firmware Upgrade Information, , ,10/21/2025 14:36:33,DSE : calling msg_BundleUpdateComponentInstallationFailed for InternalError : msgindex = 8 message = Micron_7450_M7450ALLHPK4.fwpkg

23/10: Move the existing defect from Blocked to Inprogress state.  It is seen with latest version of iLO.
23/10: Updated the defect and moved it to In progress state. But the dev moved it back to blocked until they get the part number.

COM form Submitted requesting for B21 part number.:
27/10:Customer dont have information to collect the Part number. 
Requested the steps from DEV team",Offline,No retry,CSFE-86536,,,,,ccprodeuc1,"b2ce5fd419df11f0a949da0a78f15dbc
ENSSAT-STE"
10/23/2025,10/22/2025,10/23/2025,Sowmya,,FWE-102,P19720-B21+CZ21140M7J,,SPP 2025.09.00.00 (30 Sep 2025) ,iLo5,ProLiant DL380 Gen10,6.3.0,No,SUT,HPE Intel FW for Windows Server x64 Editions for HPE ProLiant G,"b2e27f1c-1d79-42bf-91a9-6f0312406ba1
OS: Microsoft Windows Server 2022 Datacenter-10.0.20348

Humio logs,
2025-10-22 07:16:57.658 INFO     417bc76967bc7013953eaa30c28cc57b 0c2ad17dc3ecb659 [Step FirmwareUpdateGetBundleReport]:2511 STEP ERROR: Firmware update failed for 1/12 components for device: P19720-B21+CZ21140M7J at step 60 ErrorCode:FWE-102 Failed Component List:['cp067475.exe'] job ID: b2e27f1c-1d79-42bf-91a9-6f0312406ba1

AHS logs,
Critical,1884,9058,SUT,SUT Critical Event, , ,10/22/2025 06:16:40,cp067475.exe Installation Failed (6e7737ce-f18c-487c-af01-5661564dce51)

No info available on SUT

23/10: Map existing Olive defect.
Inform customer to load the driver manually and then try again.
23/10: Submitted the comform with workaround
26/10: Raised and mapped defect",Online,No retry,CCSE-101520,,,,,ccprodeuc1,"a90e0d04e2a511ee886442919169ce09
Danske Commodities A/S"
10/23/2025,10/22/2025,10/23/2025,Sowmya,,FWE-102,P54199-B21+3M1D1L14HP,,SPP 2025.09.00.00 (30 Sep 2025),iLO6 1.71 Oct 08 2025,ProLiant DL325 Gen11,,,SUT,ROM Flash Universal Firmware Package - HPE ProLiant DL325/DL345\n\nIntel Firmware Package For E810-XXVDA2 Ethernet 10/25Gb 2-port \n\nIntel FW for Linux x86_64,"d8d3be59-9ac7-48d3-bb08-7ed7dca79411

23/10: Sagar will check this

<Sagar>
FWE-102 - COMPONENT_UPDATE_FAILURE


 ['3', '5', 'SPP 2025.09.00.00 (30 Sep 2025)', 'ROM Flash Universal Firmware Package - HPE ProLiant DL325/DL345\n\nIntel Firmware Package For E810-XXVDA2 Ethernet 10/25Gb 2-port \n\nIntel FW for Linux x86_64']} Error:: JobErrorException : Firmware update failed for 3/5 components 

In the first attempt:
'Intel FW for Linux x86_64 updateable by SUT in SUBE moved to killed.

In the retry attempt:
ROM,E810,  Intel adapter Moved to killed where the already updateed componets were picked up again without the updated inventory
10/27: Check why the component failed the first time

29/10: In the install sequence SUT component followed by reset server task found

AHS logs:
Informational,501,29830,Firmware Flash,DSE Firmware Upgrade Information, , ,10/22/2025 05:23:37,DseTimer: Timer alarm fired state=Installing Components

Informational,501,29831,Firmware Flash,DSE Firmware Upgrade Information, , ,10/22/2025 05:23:37,DseTimer: Timer timeout for state Installing Components

Informational,501,29832,Firmware Flash,DSE Firmware Upgrade Information, , ,10/22/2025 05:23:37,DseTimer: Installation phase timeout in state
Informational,501,29835,Firmware Flash,DSE Firmware Upgrade Information, , 

,10/22/2025 05:23:37,DSE : Killing Dse : reason : TimeOut

30/10: Check how much was the total time.
Need to analyze futher - Sunil.

Raised defect on iLO : CSFE-87737",Offline,No retry,CSFE-87737,,,,,ccprodusw2,"b819533a80e811efb0356ec12a087237
Quinstreet Inc"
10/23/2025,10/21/2025,10/23/2025,Prince,,FWE-102,P05172-B21+CZ23430BQ3,f7ea5fc475694df5b14494b28cb11262,SPP 2025.09.00.00 (30 Sep 2025),iLO 5 3.16 Oct 06 2025,ProLiant DL380 Gen10 Plus,,No,"BMC, UEFI","Universal Firmware Package for Drives - VR000480KXNXE,VR000960

Online NVMe SSD Flash Component for Linux (x64) - VO001920KYDMT

Intel FW for Linux x86_64

FW for Server Platform Services (SPS) Firmware  for HPE Gen10 P

Online Firmware Flash for Windows - HPE Gen11 Boot Controller N

Firmware Package - HPE Gen12 Boot Controller NS204i-u, HPE Gen1","8693b46c-f234-4a39-8f5c-9ce4b432c456

Humio logs,
2025-10-21 20:11:31.534
ERROR: Firmware update failed for 6/11 components for device: P05172-B21+CZ23430BQ3 at step 71 ErrorCode:FWE-102 Failed Component List:['Micron_7450_M7450ALLHPK4.fwpkg', 'firmware-hdd-a27c95663d-HPK6-4.1.x86_64.rpm', 'firmware-nic-is-intel-1.34.0-1.1.x86_64.rpm', 'SPSGen10Plus_04.04.04.802.fwpkg', 'cp067919.exe', 'HPE_NS204i_Gen10p_Gen11_1.2.14.1022_A.fwpkg']

Micron_7450_M7450ALLHPK4.fwpkg went ito exception and rest of the affected components got killed.

ahs url: dd1da8d6b3e511efbcc8de1fb21fe9e6/P05172-B21+CZ23430BQ3/2025-10-21_20-18-53_P05172-B21+CZ23430BQ3_FWUFailure.ahs

23/10: Check if the reset was successful or not.
28/10: defect mapped CSFE-86536",Offline,No retry,CSFE-86536,,,,,ccprodeuc1,"b2ce5fd419df11f0a949da0a78f15dbc
ENSSAT-STE"
10/23/2025,10/23/2025,10/23/2025,Prince,,FWE-102,P04647-B21+MXQ82405MR,f7ea5fc475694df5b14494b28cb11262,,iLO 5 v3.13,ProLiant DL325 Gen10,,No,BMC,"Universal Firmware Package for Drives - MK000480GXNXB, MK000960","93eed996-1607-4f44-b555-3424accdcecf - slack

Humio logs,
[Step FirmwareUpdateGetBundleReport]:2511 STEP ERROR: Firmware update failed for 1/5 components for device: P04647-B21+MXQ82405MR at step 60 ErrorCode:FWE-102 Failed Component List:['Micron_5400_M5400ALLHPG1.fwpkg']

Micron_5400_M5400ALLHPG1.fwpkg from  got into exception.

ahs url: 7b917a26e30111ee925d92fe4b843cb2/P04647-B21+MXQ82405MR/2025-10-23_02-07-41_P04647-B21+MXQ82405MR_FWUFailure.ahs 

23/10: Similar to 3146 but different iLO version.
Get customer details.",Online,No retry,CSFE-86536,,,,,ccprodusw2, 8ac1bda8e30111ee8a1f4eb8baa9df68
10/23/2025,10/22/2025,10/23/2025,Prince,,PFWE-000,P17080-B21+CZ20510HNX,f7ea5fc475694df5b14494b28cb11262,,iLO 3.16 Oct 06 2025,ProLiant DL20 Gen10,800.5.2.0.5-0,,,,"2b9b89f2-2103-4aab-bde6-fa534f4fa960

Humio logs,
['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']

{'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'SmartArrayDiscovery': 'PendingSoftwareRAID', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"ff85abb89c1f11efae6536720e42889f
Port of Antwerp-Bruges"
10/23/2025,10/22/2025,10/23/2025,Prince,,PFWE-000,P17080-B21+CZ20510HNX,f7ea5fc475694df5b14494b28cb11262,,iLo 5 3.16 Oct 06 2025,ProLiant DL20 Gen10,800.5.2.0.5-0,,,,"1fce9fac-f4d1-4478-8b7d-103645e593ac

Humio logs,
['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']

{'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'SmartArrayDiscovery': 'PendingSoftwareRAID', 'ServerFirmwareInventoryComplete': False}
",,,,,,,,ccprodeuc1,"ff85abb89c1f11efae6536720e42889f
Port of Antwerp-Bruges"
10/23/2025,10/22/2025,10/23/2025,Prince,,PFWE-000,P53921-B21+CZ233507Y3,2172ff9f81b9426c8eef76b507eda722,,iLO 6 v1.70,ProLiant DL385 Gen11,800.6.0.0.37-0,,,,"8191ef86-d37c-494e-bc17-44b95c643491

Humio logs,
['\\n * The firmware update cannot proceed because the iSUT information present in Compute Ops Management is out of date. Ensure that iSUT is installed and running in the server OS.\\n']

{'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': True}",,,,,,,,ccprodeuc1,"34a4ab8e6f6a11eeacaff2879d1e03e4
Swisslog GmbH"
10/23/2025,10/22/2025,10/23/2025,Prince,,PFWE-000,P52534-B21+CZ2D2L03SV,2172ff9f81b9426c8eef76b507eda722,,iLO 6 v1.67,ProLiant DL380 Gen11,,,,,"3d7240c2-5705-4114-bc49-09f9376ce92a

[\""\\n * The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.\\n\""]

{'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': True}",,,,,,,,ccprodeuc1,"339d86f2dd5f11ef93db3ebe1c545834
Outsurance"
10/23/2025,10/22/2025,10/23/2025,Prince,,PFWE-000,P52534-B21+CZ2D2L03SX,2172ff9f81b9426c8eef76b507eda722,,iLO 6 v1.67,ProLiant DL380 Gen11,,,,,"ac9b3e6c-0b11-4bdd-b06a-96e85a8d05c0

Humio logs,
[\""\\n * The server cannot be updated in its current power or POST state using the 'Power off after firmware update' option. Unselect the option to allow the firmware update to proceed.\\n\""]

{'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'NoAMS', 'ServerFirmwareInventoryComplete': True}",,,,,,,,ccprodeuc1,"339d86f2dd5f11ef93db3ebe1c545834
Outsurance"
10/23/2025,10/21/2025,10/23/2025,Prince,,PFWE-000,872309-B21+CZ212405C4,f7ea5fc475694df5b14494b28cb11262,,iLO 5 v2.99,ProLiant ML110 Gen10,800.4.1.0.11-0,,,,"738cd540-7e9c-4c77-b5ac-2efb2a3d3054

Humio logs,
['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']

{'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'SmartArrayDiscovery': 'PendingSoftwareRAID', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"69c946babc2911ee9b4d0a74711b42eb

Norauto International"
10/23/2025,10/21/2025,10/23/2025,Prince,,PFWE-000,872309-B21+CZ291605DC,f7ea5fc475694df5b14494b28cb11262,,iLo 5 3.16 Oct 06 2025,ProLiant ML110 Gen10,800.4.1.0.11-0,,,,"9c26864f-5d86-4d70-9a2d-997b74d7f4cb

Humio logs,
['\\n\\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\\n']

'DeviceDiscovery': 'vMainDeviceDiscoveryComplete', 'AMSDeviceDiscovery': 'Complete', 'SmartArrayDiscovery': 'PendingSoftwareRAID', 'ServerFirmwareInventoryComplete': False}",,,,,,,,ccprodeuc1,"69c946babc2911ee9b4d0a74711b42eb

Norauto International"
10/23/2025,10/22/2025,10/23/2025,Diego,,FWE-158,P54199-B21+CZUD3800FB,,2025.09.00.00,iLO6 1.69,ProLiant DL325 Gen11,,,,,"fa250814-c727-453b-a1a7-2b2be992447b
It seems it downloaded some of the FW files (leaving 2 out) and yet started the iLO6 FW update

{
    ""cp067896.exe"": {
        ""download_end_time"": ""2025-10-22T06:17:21.336903+00:00"",
        ""download_start_time"": ""2025-10-22T06:17:03.943695+00:00""
    },
    ""ilo6_171.fwpkg"": {
        ""download_end_time"": ""2025-10-22T06:15:09.385432+00:00"",
        ""is_first_component"": true,
        ""download_start_time"": ""2025-10-22T06:14:30.108025+00:00"",
        ""installation_end_time"": ""2025-10-22T06:20:29.944043+00:00"",
        ""installation_start_time"": ""2025-10-22T06:17:43.738122+00:00"",
        ""component_installation_status"": ""InProgress""
    },
    ""A56_2.70_08_07_2025.fwpkg"": {
        ""download_end_time"": ""2025-10-22T06:16:15.113923+00:00"",
        ""download_start_time"": ""2025-10-22T06:15:26.004355+00:00""
    },
    ""HPE_NS204i_Gen10p_Gen11_1.2.14."": {
        ""download_start_time"": ""2025-10-22T06:16:30.458884+00:00""
    },
    ""Samsung_PM9A3_GPM9A3SAHPK4.fwpk"": {
        ""download_start_time"": ""2025-10-22T06:16:48.405107+00:00""
    }
}

Despite the failure, either a new job ran or the customer updated manually.
A recent firmwareInventory job shows all versions got updated.

24/10:  Need further investigation - Diego
Get the customer name.
10/27: From installation point of view check the failure.
Diego> 10/27 Requesting AHS to determine but the server shows updated now.",,,,Updated completed OK in a subsequent job,,,,ccprodeuc1,"Main-Taunus-Kreis (Schulen)
f3983248986e11f0a95d6ef6bc05d9cb"
10/23/2025,10/21/2025,10/23/2025,Diego,,FWE-110,P53921-B21+3M1D3C1286,,2025.09.00.00,iLO6 1.69,ProLiant DL385 Gen11,,,,,"591ade0f-99f5-43e4-8e38-d9c1a827b05b
Job failed as COM never received the FirmwareInventory from iLO

2025-10-21 19:05:52.121 INFO     3a6abf9091c363a65e6801f53f4c8ce8 0895401e05f6fcdb [Step GetFirmwareInventory]:3348 Unexpected response received after all retries in GetFirmwareInventory step for server P53921-B21+3M1D3C1286 job ID 591ade0f-99f5-43e4-8e38-d9c1a827b05b

24/10: Could be temporary network issue.  Verify it - Diego.
Please also mention at which step the FWU failed (Before update or  after update.  Inventory collection happens before and after update).
Diego> 27/10: FWInventory job failed before any FW update start or installSet calcuation happened.
A new FWInventory job ran precisely today and ran fine. It seems a temp network issue.
",,Yes,,Updated completed OK in a subsequent job,,,,ccprodusw2,"Lief Labs
4eb2d48aae9a11f0bd8996ee62b5a2a5"
10/23/2025,10/21/2025,10/23/2025,,,None,P52499-B21+CZUD3501W0,,,,,,,,,"b2be6ae2-1bb1-4713-946e-b9a30165a579

 GetBundleUpdateReport response is {'Name': 'Completed Bundle Update report view', 'Members': 
[],}
""/app/enigma/application_services/job_definitions/firmware_update_utils.py"", line 4183, in populate_firmware_inventory_updates_with_installset_sequence

 context.data.get(COMPLETE_INSTALLSET, []).get(INSTALLSET, []).get(SEQUENCE, []) -> None Error:: AttributeError : 'NoneType' object has no attribute 'get' 

Issue while handling the empty bundle update reports

Raised defect on COM:CCSE-100904",,,CCSE-100904,,,,,ccprodeuc1,"5b2f988ea8d611f09fe92a664f9e052a

IQEQ_Workspace"
10/23/2025,10/21/2025,10/23/2025,,,None,P52499-B21+CZUD3501WB,,,,,,,,,"3b1c719b-794b-4842-984a-2d2d044958a2

 GetBundleUpdateReport response is {'Name': 'Completed Bundle Update report view', 'Members': 
[],}
""/app/enigma/application_services/job_definitions/firmware_update_utils.py"", line 4183, in populate_firmware_inventory_updates_with_installset_sequence

 context.data.get(COMPLETE_INSTALLSET, []).get(INSTALLSET, []).get(SEQUENCE, []) -> None Error:: AttributeError : 'NoneType' object has no attribute 'get' 

Issue while handling the empty bundle update reports

Raised defect on COM:CCSE-100904",,,CCSE-100904,,,,,ccprodeuc1,"5b2f988ea8d611f09fe92a664f9e052a

IQEQ_Workspace"
10/23/2025,10/21/2025,10/23/2025,,,None,P52499-B21+CZUD3501VY,,,,,,,,,"614fd7c2-25a9-42ef-b449-7b61322f6cfa

 GetBundleUpdateReport response is {'Name': 'Completed Bundle Update report view', 'Members': 
[],}
""/app/enigma/application_services/job_definitions/firmware_update_utils.py"", line 4183, in populate_firmware_inventory_updates_with_installset_sequence

 context.data.get(COMPLETE_INSTALLSET, []).get(INSTALLSET, []).get(SEQUENCE, []) -> None Error:: AttributeError : 'NoneType' object has no attribute 'get' 

Issue while handling the empty bundle update reports

Raised defect on COM:CCSE-100904",,,CCSE-100904,,,,,ccprodeuc1,"5b2f988ea8d611f09fe92a664f9e052a

IQEQ_Workspace"
10/23/2025,10/21/2025,10/23/2025,,,None,P52499-B21+CZUD3501W1,,,,,,,,,"b9c0c076-8961-4fbb-930c-382b6b94e053

 GetBundleUpdateReport response is {'Name': 'Completed Bundle Update report view', 'Members': 
[],}
""/app/enigma/application_services/job_definitions/firmware_update_utils.py"", line 4183, in populate_firmware_inventory_updates_with_installset_sequence

 context.data.get(COMPLETE_INSTALLSET, []).get(INSTALLSET, []).get(SEQUENCE, []) -> None Error:: AttributeError : 'NoneType' object has no attribute 'get' 

Issue while handling the empty bundle update reports

Raised defect on COM:CCSE-100904",,,CCSE-100904,,,,,ccprodeuc1,"5b2f988ea8d611f09fe92a664f9e052a

IQEQ_Workspace"
